,author,comment,voteCount,replyCount,channel,country
16,@IslamIsTheSolution98,"To Israel - The Doors of Repentance are open. Don’t leave it until it’s too late!

“And your god is one God. There is no deity [worthy of worship] except Him, the Entirely Merciful, the Especially Merciful.” Quran 2:163

“Say: My servants who have wronged yourselves, never despair of God’s mercy. God forgives all sins: He is truly the Most Forgiving, the Most Merciful.” [Qur’an, 39.53]

“The Messenger of Allah (peace be upon him) said: ‘If a person accepts Islam, such that his Islam is good, Allah will decree reward for every good deed that he did before, and every bad deed that he did before will be erased. Then after that will come the reckoning; each good deed will be rewarded ten times up to seven hundred times. And each bad deed will be recorded as it is, unless Allah, the Mighty and Sublime, forgives it.'” [Sunan an-Nasa’i]

Indeed disbelief is an evil thing. It does not show the right way. The definitions of  truth, logic and justice are warped and different for every person. There is no fear of reprisal or punishment of hellfire. There is a false sense of security due to misbelief in redemption. Somehow or another, no matter how nice a disbelieving person is, they will do injustice to others - sometimes not even realising they are doing it. Even the nicest people can turn ugly and harm people after drinking alcohol, for example. Allah, out of His mercy on us, hates that we harm each other. Only if we sincerely follow His commands and the teachings of His Prophet (peace be to him) such evils can be avoided. This applies to Muslims too of course. But disbelief also means denying the rights of the Creator, and believing about Him what He told us, His Books and His Messengers, and distinguishing between them, rejecting sone while accepting others. How wretched that a soul denies the One who created it and rejects what He revealed as if he/she know better!?

God’s Warning to Those who Disbelieve 

Allaah, The Exalted, says (what means): {...And your Lord does injustice to no one.} [Quran 18:49] Moreover, the Qudsi hadeeth reads, ""Oh! My servants, I have made injustice unlawful for Me and unlawful for you, so do not commit injustice against one another."" [Muslim]

 ""…Indeed, We have prepared for the wrongdoers a fire whose walls will surround them. And if they call for relief, they will be relieved with water like murky oil, which scalds [their] faces. Wretched is the drink, and evil is the resting place."" [Quran 18: 29]

""On the Day the punishment will cover them from above them and from below their feet and it is said, 'Taste [the result of] what you used to do.'"" [Quran 29: 55]

 ""Indeed, the criminals are in error and madness. The Day they are dragged into the Fire on their faces [it will be said], 'Taste the touch of Saqar (i.e., Hell).'"" [Quran 54: 47-48]

{[He] Who created death and life to test you [as to] which of you is best in deed - and He is the Exalted in Might, the Forgiving.} [Quran 67:2]

And it is He Who produced for you hearing and vision and hearts; little are you grateful.} [Quran 23:78] 

{But indeed, I am the Perpetual Forgiver of whoever repents and believes and does righteousness and then continues in guidance.} [Ta-Ha 20:82]

There’s still time. Don’t leave it until it’s too late!

The Prophet, sallallaahu ‘alayhi wa sallam, said that Allaah The Almighty accepts repentance at all times, except when the soul reaches the throat at the time of death. [Ahmad and others, Al-Arnaa’oot and Al-Albaani declared this Hadeeth as (Hasan)]

May Allah guide all humanity to Islam. Ameen",0,0,BBC News,England
17,@user-dw8xp9jx9x,‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍‍,0,0,BBC News,England
18,@Naveen-wp7oy,God bless Israel,0,0,BBC News,England
19,@MohammeadMustahapah-oy7kr,"Alahu,abur",1,0,BBC News,England
20,@ricohaynes-mg8wq,Gaza Mi seh,0,0,BBC News,England
21,@ezrardstewart8731,Blind hatred plus ambition  equal self distruction.,0,0,BBC News,England
22,@matthewbeckett8994,Is it fighting if one of the two parties isn't fighting back?,0,0,BBC News,England
23,@ryanrodrigues1166,️‍,0,0,BBC News,England
24,@user-gy3ef6rd2n,ПРОВОКАТОРЫ  КРОВАЖАДНЫХ.,1,0,BBC News,England
25,@user-gy3ef6rd2n,ИЗРАИЛЬТЯНЕ  УБИВАЛИ КАЖДЫЙ ДЕНЬ ПАЛЕСТИНЦЫ.,2,0,BBC News,England
26,@CfitaaxmaxamedCfitaaxmaxamed,Down Isreal ana Nato,0,0,BBC News,England
27,@SamSam-wd3ci,Terrorrist leaders hiding the same place.,0,1,BBC News,England
28,@user-jk1pg8pv5v,زندباد مجاهدین اسلام,0,0,BBC News,England
29,@user-bo4db6xj3p,Поганый  правду  говори   мы уже  знаем  как  европейский  телвидени  под  ногами  нетеняхуй,0,0,BBC News,England
30,@user-kq2st1zu2k,India is infiltrated with Middle East and Russia and China.  Your British Prime Minister is infiltrated with Hinduism. Hindus wanna beg to built temple's and Muslim folows to beg to built Mosques.,0,0,BBC News,England
31,@Cyberlog1,Total satanic and evil!,0,0,BBC News,England
32,@silvinoperez5956,Hamas BBCnews...,0,0,BBC News,England
33,@ededo2930,"https://www.youtube.com/watch?v=IOWuRWCDKsM
https://www.youtube.com/watch?v=iQQuBM4JM_Q
https://www.youtube.com/watch?v=Hx7_IUF5TcI",0,0,BBC News,England
34,@syllablegrainyukraine2758,"Genesis 12:3 NIV: I will bless those who bless you, 
and whoever curses you I will curse;
and all peoples on earth will be blessed through you.""",0,0,BBC News,England
35,@paulburns1333,Islam should be declared as a terrorist organisation and banned in the West along with ALL efforts to promote and trivialise it by liberals and the liberal media.,0,0,BBC News,England
36,@RamprasadPokhrel-qm6ju,You no sak6at bhagwaan ram prasaad Pokhrel,1,0,BBC News,England
37,@buixote,And still the word Genocide is absent from BBC Headlines,0,0,BBC News,England
38,@DCRelaxingrainsoundsleep54,israel is the biggest mafia in the world.,0,0,BBC News,England
39,@kalliyahray1049,Leave and go where ?,0,0,BBC News,England
40,@guli7287,,0,0,BBC News,England
41,@MultiMrrog,hamas/iran chose conflict to derail the peace deal developing between saudi and israel !,0,0,BBC News,England
42,@dav3bassman,Why are we supporting this? Who is pulling our strings?,0,0,BBC News,England
43,@sarahj.5440,The Nazi SS from World War 2 would be so jealous of Israel for being able to legally commit WAR CRIMES in Gaza with total immunity from International Law! All thanks to https://www.jewishvirtuallibrary.org/total-u-s-foreign-aid-to-israel-1949-presen,0,0,BBC News,England
44,@deenaurdunya01,"God is watching how the 8 Billion God preachers are silent on this cruelty, inspite having all the atomic power.They are moving Palestinian from East to West and West to East like animals n killing them on the way. Really horrific. God will ask all of us n will punish all of us. Don't forget this that if the lower portion of hell is for israili jews then upper portion is for us.",1,0,BBC News,England
45,@user-wq6sz7vt3w,Hamas didn’t think this one through properly!,2,0,BBC News,England
46,@gavinlevy1693,"Socialist progressive ideology with context: 
October 7th massacre: of Jewish women and children = oppressors.
 Hamas “freedom fighters” = the oppressed.",0,0,BBC News,England
47,@samuelross9884,"Something like 1/3 of all missiles that Hamas fires into Israel (12,000 since the conflict started) fall short and land in Gaza. 

The Hamas-run 'Health Ministry' counts in their casualty counts Gazan civilians killed by Hamas, by Palestinian Islamic Jihad, by friendly fire, by stray fire, by death from illness and dehydration, by death from Israeli fire. They combine terrorists and civilians into a single number, and the number of deaths is likewise exaggerated. 

Take all that together and you begin to understand why the numbers are jumping from day to day, from 10,000 to 12,000 to 15,000 to 18,000 to 20,000. Basically, add up the number of people who typically die in Gaza on an typical Tuesday + the extra people who have died due to general military conditions on the ground + people who are killed by Hamas + terrorists who are killed by Israel, and you can approach the numbers that the Hamas ‘Health Ministry’ puts out.",0,0,BBC News,England
48,@scottmills6719,"The Hamas leaders in the interest of saving lives need to surrender, they’ve lost.",0,0,BBC News,England
49,@WANTANTEAlimansi,"God's sons busy butchering kids nd women ,i hate those so called holybooks nd its propaganda",0,0,BBC News,England
50,@WANTANTEAlimansi,"God's sons busy butchering kids nd women ,i hate those so called holybooks nd its propaganda",0,0,BBC News,England
51,@user-og2th8tw5m,Water is the most in dispensable. . .,0,0,BBC News,England
52,@wkhan11111,"The elephant in the room : 
The jewish and Christian extremists in Israel and USA make this happen. The jewish extremists want this land 'at all costs' as it has supposedly been promised by their god. And the Christian extremists in the USA support this, as they believe that helping the Jews will 'hasten' the return of their God (Jesus) back to earth.

Piggy backing on these religious extremists aspirations. 
1. Israeli corrupt politicians like Netanyahu, who have a free ride in the name of aparth...al democracy.
2. Oil Corps who want perpetual US presense in the middle east.
3. Military-Industrial complex which makes money, yes real money.
4. The 'Tech' companies of Israel making loads of money, experimenting their technology on the hapless palestinians.",0,0,BBC News,England
53,@ThyharryA,bbc your a  pile of shit,0,0,BBC News,England
54,@TruthSeekerAll,,0,0,BBC News,England
55,@iq-ride9329,"Zionist Kill 
#ZionistWarCrimes

The West Support & Protect
#BidenWarCrimes
#BlinkenWarCrimes
#KirbyWarCrimes
#JakeSullivanWarCrimes
#VedantPatelWarCrimes
#SunakWarCrimes
#ScholtzWarCrimes 
#MacronWarCrimes 

While others watch
#PutinIsComplicit #XiIsComplicit  #AbbasIsTraitor #ArabLeadersareComplicit #MuslimLeadesareComplicit!

So, You Support Israel?
#YouAreWarCrimeComplicit!",0,0,BBC News,England
56,@mosessiburian6302,"From child God peaceful:I am is I am the Lion:Water life),a child of God Yesus (Isay Moses Holy spirit).Peaceful for all of you.This time is the End day Togather Repent nothing compare where you from.For your savior in your life,Walk in the way of God and Yesus in the End.I am Isay Moses Holy spirit ,the way if God Yesus in the End.The peoples is didnt walk in this way will become dust .God bless for all of you.",0,0,BBC News,England
57,@santabanter,No one cares,0,0,BBC News,England
58,@hebagally8567,"Israel pursues a fait accompli policy, it takes proactive stances
There is no evidence that there are tunnels under hospitals, that there are no ambulances transporting terrorists, and that people’s homes are targets for Hamas. It is all a lie and a justification for its fait accompli policy to evade the issue and continue its war and killing of innocents",0,0,BBC News,England
59,@shoka2111,you can't even comment here. This is the height of hypocrisy. you are not allowed to even criticize genocide in Gaza. My earlier comment got deleted.,0,0,BBC News,England
60,@shoka2111,"children in Gaza are dying because of US and UK - they are defending, arming and funding this horror show.",0,0,BBC News,England
61,@shootingsportstransparency7461,Breaking News Israel also using Zyklon B gas to gas people in tunnels. This means that the circle of evil is closed again,0,0,BBC News,England
62,@razaqmayo3206,Israeli products boycott,0,0,BBC News,England
63,@PEACHOFISLAMWAZ,"Boycot,,,,, Israel,,,,, usa,,,, India",1,0,BBC News,England
64,@benzaguru4548,Fake news,0,0,BBC News,England
65,@daisychainsmusicpublishing4789,"Cowards, firing on unarmed civilians. No food, water  and shelter. Shame Israel Shame",0,1,BBC News,England
66,@azizjonqurbanov5082,"Израиль государство ТЕРРОРИСТ‼️
На протяжении многих десятилетий Израиль финансировал Хамас, вёл с Хамас переговоры, выделял Хамас деньги.
Хвалёная супер Разведка Израиля допустила преступную халатность, где привело это всё человеческим трагедиям. Ответственность за Геноцид  Палестинцев несёт правительство Израиля, которая коррумпирована и за проваленную политику Израиля виноваты опять будут мусульмане.
Индюк тоже Думал и в суп попал ⚠️",0,0,BBC News,England
67,@aashishpradhan6355,Go lick Islamic boots,0,0,BBC News,England
68,@rezagamers2268,"Western media reporting as if it wants to cover the eyes of people around the world is an insult to the people of Gaza. I, as an Indonesian people, strongly condemn the actions of western countries which are pro-Israel.",1,5,BBC News,England
69,@julmanuy7021,Evacuate to egypt,0,0,BBC News,England
70,@ibraibra2321,The most funny part of Gaza story when americans and their allies  saying they working on protecting civilians...  those people are teaching the world that no one can beat them in lies,1,1,BBC News,England
71,@Shinichikudo828,"Water is the most indispensable, even in daily life, horrible without water and electricity.",2,0,BBC News,England
72,@cebuanovlog9619,BBC is NOLONGER a reliable for unbiased report.,0,0,BBC News,England
73,@user-rh4nr7zb8g,好意？？那為什麼我從2013-08-16沒死在軍中就持續被暗殺滅口？？好處誰拿走？？？當大家是傻子？？？這就是殺黃國章.雷震儒他們要先讓他們求救的原因，MI6怎麼分析捏肉餡搭台階？？,0,0,BBC News,England
74,@Sungaisurgawi1976,Why BBC didnt critize Saudi when they war with Yemen,1,0,BBC News,England
75,@jenBaker707,Are you interviewing the same lying doctors who didnt know about the terror tunnels and the terrorists running the hospitals?,0,0,BBC News,England
76,@piseylove4266,"It's no longer a story that the world is experiencing a global economic downturn, I'm so happy that I've been receiving $64,000 from my $15,000 investment every 14 days.",0,12,BBC News,England
77,@joshuanun4933,Proud Black South African Zionist Supporter of  Israel. Once Hamas is destroyed perhaps the ''Philistine''  um I mean 'Palestine civilians can realise peace.,0,0,BBC News,England
78,@Happy_Buddah_Bonsai_UK,Hatred is a disease  that is spread from leaders to religious and then to their children,0,0,BBC News,England
79,@liar-liar,The devils wear the star of king ,0,0,BBC News,England
80,@jawahirrabbani4796,Stop this nonsense war,0,0,BBC News,England
81,@rohtana7281,I believe for sure she's the best in this Cryptocurrency 100 I've heard a lot about her success stories.,0,0,BBC News,England
82,@Trem995,"So delighted seeing my broker talked , This was exactly how I got recommendation about Mrs Laura Jennifer Reeves , At First I was a bit skeptical but eventually I gave her a trail with my little investment and I got huge profit.",0,0,BBC News,England
83,@piseylove4266,7552,0,0,BBC News,England
84,@piseylove4266,8294,0,0,BBC News,England
85,@piseylove4266,+184,0,0,BBC News,England
86,@piseylove4266,"Oh yes, she's always on
Whats app",0,0,BBC News,England
87,@bickel680,"Oh please , how can someone get to speak with Mrs Janice Webb Lavin. !! ?, m",0,0,BBC News,England
88,@eksindomvip7414,"just searched about her on Google and yes, she's won my heart. She just gained herself a new client",0,0,BBC News,England
89,@piseylove4266,"Since I started my investment of $7,000 with Mrs Laura, I am now having $29,450 in my portfolio.",0,0,BBC News,England
90,@piseylove4266,"The crypto market is highly profitable with an expert broker just like Mrs Laura Jennifer Reeves. I got recommended to her, and since then, my financial life has been a success.",0,0,BBC News,England
91,@George0429,"Wow I know Mrs Laura Jennifer Reeves and I have also been trading with her , she's such an amazing woman with good skills keeps me happy all week knowing I earn 15thousand extra income trading with her",0,0,BBC News,England
92,@cheryl447,I have heard a lot about trading and investment with Mrs Laura Jennifer Reeves how good she is and how she has helped people through investment .,0,0,BBC News,England
93,@Sylvia-ps8tg,They‘re still working on it….,1,0,BBC News,England
94,@masterfevi, @rezagamers2268  what the heck i am just typing hamax wrong because YouTube censors the name of that terarost organisation,0,0,BBC News,England
95,@rezagamers2268," @masterfevi  What you mean is that hammus is discrimination. I'm not talking about discrimination against black people. I'm talking about humanity towards the Palestinian people. It has nothing to do with the discrimination against black people that has happened in Lebanon. Until here, do you understand which country you are talking from?",0,0,BBC News,England
96,@masterfevi, @rezagamers2268  what are you talking about freaking hammus started this war.and this war is all about religion. Izlamssts don't like any other religion. Look at your own country and other 56 countries.,0,0,BBC News,England
97,@rezagamers2268," @masterfevi  What's the connection? I'm saying according to facts that happened in the field, not an opinion and I'm not talking about religion. Please understand my context and you have to be quiet.",0,0,BBC News,England
98,@masterfevi,Do you also stand against hummus or you culties religioun doesn't allow,1,0,BBC News,England
99,@mightyvengence,"Cowards taking unarmed civilians,kids , elderly as hostages .
Shame on u",0,0,BBC News,England
100,@zackr9070,After two months of blatant Genocide- BBC can you get finally outraged ?! Where do you want them to bloody flee?! Start condemning this far right government committing ethnic cleansing! Start being true journalists instead of cowards!,0,1,BBC News,England
101,@babinvarkey882,,0,0,BBC News,England
102,@CG20132,"This is NOT A WAR! Ham@$ are a result of i$raels agression and there will be more ppl who grow up to defend themselves. Which man wouldnt in that situation? The filistines have been degraded and massacred for years, how can u blame them? Because the west decides who’s right and wrong?",0,1,BBC News,England
103,@EdinDervie,When will the United States take back their government and stop Israel from controlling it,1,0,BBC News,England
104,@goldfinga786able,Isreal has been exposed on who they really are ..evil,0,0,BBC News,England
105,@CG20132,If the west doesn’t. All the countries who have compiled evidence and proof of i$raels crimes and lies should 100% take it to the criminal courts because there is loads of information available to all of us to see the language used of genocide. I cant even imagine what goes on behind closed doors.,0,1,BBC News,England
106,@kafuidumasi6394,"I don’t really comment on issues like this on this kinda of big platforms but on a more serious realistic note, 

How can you put thousands of lives at stake just in exchange of prisoners…??? Is it not mind buffering . 

And I don’t really understand why people can’t just put emotions aside and focus on the reality of the war instead…?? 
Do you really think HAMAS cares about the Palestinian people rather than their own selfish political interests..?? 
SMH ‍♀️ the world  still has a long way to go .",0,1,BBC News,England
107,@bobsucks9647,FLEE WHERE? South Gaza was supposed to be the last safe place…,2,0,BBC News,England
108,@user-mq3ru7gw5b,"The Koran says kill Palestinians wherever you find them, that should be right. But it says kill Jews and Christians, this is a typo.",0,0,BBC News,England
109,@geirjohansen7389,War verdammte scheisseschweinerei,0,0,BBC News,England
110,@geirjohansen7389,Schweinehunds exist on the planet,0,0,BBC News,England
111,@Heseesme101,Hamas is playing games with Palestinians it sickening,0,0,BBC News,England
112,@wahyutriyanto8421,Teroris,0,0,BBC News,England
113,@MsColl90,‘It’s been a busy morning’. The endless depravity of  Israel and the US is horrifying. There are no words for this.,12,4,BBC News,England
114,@mercy6985,Wallahi they are pushing it too far...,0,0,BBC News,England
115,@Jonathan_Torres1992,"(Daniel 9:27 was fulfilled on August 13 2023 also when the woman began travailing in birth to fulfill the time of the gentiles for the mystery of Revelation 12 to be completed, Daniel 12:1 next, three riders released within 2020 and 2023. These words are true and worthy, he who has ears to hear let him hear, blessed is he who understands.)

“And as he sat upon the mount of Olives, the disciples came unto him privately, saying, Tell us, when shall these things be? and what shall be the sign of thy coming, and of the end of the world?”
Gospel of Matthew, chapter 24, verse 3.

“And he said, Take heed that ye be not deceived: for many shall come in my name, saying, I am Christ; and the time draweth near: go ye not therefore after them. But when ye shall hear of wars and commotions, be not terrified: for these things must first come to pass; but the end is not by and by. Then said he unto them, Nation shall rise against nation, and kingdom against kingdom: and great earthquakes shall be in divers places, and famines, and pestilences; and fearful sights and great signs shall there be from heaven.”
Gospel of Luke, chapter 21, verse 8 to 11.

“All these are the beginning of sorrows. Then shall they deliver you up to be afflicted, and shall kill you: and ye shall be hated of all nations for my name's sake. And then shall many be offended, and shall betray one another, and shall hate one another.”
Gospel of Matthew, chapter 24, verse 8 to 10.

“And there shall be signs in the sun, and in the moon, and in the stars; and upon the earth distress of nations, with perplexity; the sea and the waves roaring; men's hearts failing them for fear, and for looking after those things which are coming on the earth: for the powers of heaven shall be shaken. And then shall they see the Son of man coming in a cloud with power and great glory. And when these things begin to come to pass, then look up, and lift up your heads; for your redemption draweth nigh.”
Gospel of Luke, chapter 21, verse 25 to 28.

“For God so loved the world, that he gave his only begotten Son, that whosoever believeth in him should not perish, but have everlasting life. For God sent not his Son into the world to condemn the world; but that the world through him might be saved. He that believeth on him is not condemned: but he that believeth not is condemned already, because he hath not believed in the name of the only begotten Son of God.”
Gospel of John, chapter 3, verse 16 to 18.

“For I delivered unto you first of all that which I also received, how that Christ died for our sins according to the scriptures; And that he was buried, and that he rose again the third day according to the scriptures: And that he was seen of Cephas, then of the twelve: After that, he was seen of above five hundred brethren at once; of whom the greater part remain unto this present, but some are fallen asleep.”
First Corinthians, chapter 15, verse 3 to 6.

“Repent therefore of this thy wickedness, and pray God, if perhaps the thought of thine heart may be forgiven thee.”
Acts, chapter 8, verse 22.

“Jesus answered and said unto him, Verily, verily, I say unto thee, Except a man be born again, he cannot see the kingdom of God.”
Gospel of John, chapter 3, verse 3.

“From that time Jesus began to preach, and to say, Repent: for the kingdom of heaven is at hand.”
Gospel of Matthew, chapter 4, verse 17.

“After two days will he revive us: in the third day he will raise us up, and we shall live in his sight.”
Hosea, chapter 6, verse 2.

“But, beloved, be not ignorant of this one thing, that one day is with the Lord as a thousand years, and a thousand years as one day.”
Second Peter, chapter 3, verse 8.

“knowing this first, that there shall come in the last days scoffers, walking after their own lusts, and saying, Where is the promise of his coming? for since the fathers fell asleep, all things continue as they were from the beginning of the creation.”
Second Peter, chapter 3, verse 3 to 4.

“For when they shall say, Peace and safety; then sudden destruction cometh upon them, as travail upon a woman with child; and they shall not escape.”
First Thessalonians chapter 5, verse 3.

“For the Lord himself shall descend from heaven with a shout, with the voice of the archangel, and with the trump of God: and the dead in Christ shall rise first: then we which are alive and remain shall be caught up together with them in the clouds, to meet the Lord in the air: and so shall we ever be with the Lord.”
First Thessalonians, chapter 4, verse 16 to 17.

“in a moment, in the twinkling of an eye, at the last trump: for the trumpet shall sound, and the dead shall be raised incorruptible, and we shall be changed.”
First Corinthians, chapter 15, verse 52.

“I tell you, in that night there shall be two men in one bed; the one shall be taken, and the other shall be left. Two women shall be grinding together; the one shall be taken, and the other left. Two men shall be in the field; the one shall be taken, and the other left.”
Gospel of Luke, chapter 17, verse 34 to 36.
...........................................................",0,0,BBC News,England
116,@natty55555,Israel's occupation of Palestine is the root cause.,0,0,BBC News,England
117,@MDman-vh5zz,"USA 33Trillion 
CHINA 28Trillion…if this was Super Bowl LVII Kansas City Chiefs 33 vs China All Stars 28…it’s not a big loss. Very respectful score “globally…I suspect” more and more countries will start to “SELL” their goods in Chinese yuan exchange 2030 2040 2050",0,0,BBC News,England
118,@tomgauntlestrange,"Hamas shows its true face, ""Not one hostage will leave alive unless their Demands are meet""",8,3,BBC News,England
119,@StealthyShottz,,1,0,BBC News,England
120,@Sarah-Tordjman, @mikehutchison4892  Much more than that  Zionism is a cancer ,0,0,BBC News,England
121,@mikehutchison4892,"1 : 17,500 !",2,0,BBC News,England
122,@cobralord4279,"Yep cowards hiding behind civilians, Israel should finish the job and wipe them out.",0,0,BBC News,England
123,@mossadagent9582,Are ya madly in love with Jihadists stupid??,0,0,BBC News,England
124,@mikehutchison4892," @0IIIIII  Where is the justice in settlers murdering and stealing the land of Palestinians,protected by the honourable IDF ? The stain on Israel is indelible.",0,0,BBC News,England
125,@0IIIIII,Justice is the word,0,0,BBC News,England
126,@tomwellington4255,There is a phrase. Look before you leap.,1,0,BBC News,England
127,@yogevlif,"Where are the leaders of Hamas?
Fighting and risking their lives in Gaza? No….they live in luxurious Qatar and sitting on
A pile of Billions which they stole from their own people.
They turn your beloved Palestinains into cannon fodder and don’t risk themselves.
That is why they never amount to anything.",0,0,BBC News,England
128,@yogevlif,Not true. And - Why on earth is there even terror tunnels and weapons in and under a hospital?! Now that is a bonafide war crime. Israel will annihilate Hamas and then take the palestinian leadership to the ICC,0,0,BBC News,England
129,@yogevlif,Not true,0,0,BBC News,England
130,@yogevlif,"There is no Genocide conducted by Israelis. You don’t even know what Genocide is. The Palestinian population just grew in the recent decades.
And if you don’t want your people dead, don’t attack your neighbor. Stop this victimhood nonsense and grow up otherwise you will never have a state!",0,0,BBC News,England
131,@empeemp,"Israel must learn, you cannot defeat a nation who fights to die, while you fight to live... It's a mismatch with only Palestinians being victorious.. Though you know it, not",0,1,BBC News,England
132,@leehobkirk3442,"Israel has ordered palastien about for years, why do we bother with the shit country that is Israel.",1,0,BBC News,England
133,@Begood607,BBC supports TERRORIST,0,0,BBC News,England
134,@sergioaragon5092,"The BBC, the lying  pro Hamas British news channel",0,0,BBC News,England
135,@cleolector710,How longer are we to wait for someone  to say stop israel arabs for thats what they are,1,0,BBC News,England
136,@eclipse-sh1qmZ3mOtcua,"""Whispered in Gaza - 'A Policy of Muzzling'""  Excellent series where Palestinians in Gaza speak. Brought to you by The Center for Peace Communications https://www.youtube.com/watch?v=Zcc4O1ntMoA",0,0,BBC News,England
137,@sidahmedsahmadi5462,"Ô peuples libres du monde, arrêtez de tuer les enfants de Gaza en brûlant les quartiers généraux de l'Amérique, de l'Angleterre, de la France et d'Israël à Maltouf.

Traduire


",0,0,BBC News,England
138,@sidahmedsahmadi5462,شوووو  يا شباب مصر ... غلبكم ابن اليهودية ..تخافون منه ولا تخافوا من الجبار و من نار جهنم ..يا جبناء ...لا عذر لكم,0,0,BBC News,England
139,@stevepalmberg5905,It's war,0,0,BBC News,England
140,@user-lo5ck4fg3t,,0,0,BBC News,England
141,@Absmandem,There are no fight just civilians shame on BBC FOR NOT SHOWING THE TRUTH,1,1,BBC News,England
142,@user-lo5ck4fg3t,無知は力なり,0,0,BBC News,England
143,@jewelexecutive3054,Thanks for real News,0,0,BBC News,England
144,@jewelexecutive3054,Israel and US their terrorist activities We do not accept,2,0,BBC News,England
145,@TheTruthHz,"Hey BBC, hows things in Ukraine? You remember Ukraine, right? That and the shitty UK government was all you reported on until Israel invaded Gaza.

Disgusting morality you're showing. I wonder what new ""exciting"" story will replace Gaza in the next few weeks, when that gets ""boring""?",0,0,BBC News,England
146,@yabadabadope,"The older I get, the less I understand this world we live in",17,3,BBC News,England
147,@yabadabadope,How can this be justice only one country voting against  humanitarian ceasefire? Can there be such a world,0,0,BBC News,England
148,@AlGir_utube,How much is Israel and USA paying Hamas for this fake war to wipe out Gaza?,0,0,BBC News,England
149,@tammyforbes2101,"Yes people die in war. Water also wet  this is what happens when you go to war with your neighbor! Apparently now you have to dig 3 graves one for yourself, one for your enemy, and one for your kid cause you used him like a human shield on planes they can’t see him ",0,0,BBC News,England
150,@aidegdev,"We obey only the Master's orders of this horrible World, you know, we mean, the Devil..........",0,0,BBC News,England
151,@mossadagent9582,How old are you kid??,0,0,BBC News,England
152,@rmn878, @Gordonz1   I dont see a lot of work going on to prevent those things. Where are these wise caring people you mentioned because it seems like every single government is totally evil,2,0,BBC News,England
153,@Gordonz1,"The battle is eternal between the criminal sociopaths who will kill, rape, torture, massacre and those who work to prevent those atrocities. There used to be 70,000 nuclear weapons and the wise caring tenacious people managed to negotiate the dismantling down to near 8,000 still to many but it show what can be done.  There are many people in the background working to help 
The negotiated prisoner exchanges
vital food , water, medicine
Severly injured children and others have been evacuated 
But the war contiues. 
This war will force the arab nations that have signed diplomatic agreement with Israel to demand solutions to Palistine need for a homeland. 
This while 4 nations have request the International Criminal Court to investigate the concern war crimes are being committed 
And there a Isralies who opposed Netanyhu before the war His negligence in protectign them will fuel an inquiry into his conduct.",0,0,BBC News,England
154,@yogevlif,"How do you know lol??? Are you a Hamas leader or one of it’s commanders?
If so, Israel will get to you too.
Stop lying #hamasisisis",0,0,BBC News,England
155,@yogevlif,"you are not a clever person, israel wants to defeat Hamas, not the palestinain nation. if it wanted to the war would have ended 8th of October after carpet bombing and killing everyone there. you are really d**b",0,0,BBC News,England
