author,comment,voteCount,replyCount,channel,country
@peterbrough6022,"Ever wondered if Evil Exists ? Ever wondered what You would have done when the Evil German Empire unleashed the Horrors of the Holocaust in World War 2...?. Would you have followed the crowd, bent the knee, relinquished your right to be Free as the deadly darkness spread & the Crimes escalated  & escalated & Escalated..? Would you have Enabled the Evil ? Or would You have Resisted the Dark Side & said Not in My Name !

No need to Wonder. The Genocidal Mass Slaughter unfolding in the Gaza Ghetto – before the Eyes of the World  - is the State of Israel's ' Final Solution ' to the Palestinian Question. 20,000 murdered so far & counting. Many of them Children. Can You hear the Death Bell Tolling...Innocent Blood is dripping from Murderous Hands. How Far will they go.? How far will We Let them go is The Answer..! America & Britain are Backing this Barbarity with our Bucks, Our Resources and in Our Name ! They have the Power to End the Genocide Now by Ending the Political Support & 15 billion in Funding...But our governments Do Not represent us or do Our Will because they have Corruption written through them like a Stick of Rock. So, Will You stand up, Defeat the Dark Side & say Not in My Name.?

Reference: For Factual Evidence, see the YouTube Video: * Owen Jones; Gaza 'A Textbook Case of Genocide '. Video duration 40 min. Raz Segal - an Israeli associate professor of Holocaust and genocide studies at Stockton University discusses the in-depth meaning of the word Genocide and its Application to Israel's ongoing ethnic cleansing of Gaza. * Miko Peled, Palestine: past, present and future, Melbourne Australia 14 Dec. 2023.",0,0,BBC News,England
@jath6313,The 20.000 dead is a complete unverified number given to us by Hamas. Hamas is a terrorist organisation that obviously has an interest in reporting high casualties in women and children. Why would the UN and the BBC participate in spreading this propaganda?,1,0,BBC News,England
@raulitoramirez,This resolution was talked down only to the point of providing humanitarian aid which it was being prohibited by Israel. This coverage does not mention how US used its veto to get other members to change its wording down to leave out cessation and UN inspections to speed up the aid to get in. So basically nothing but more killing. So if at this point you think this is fair then you're the problem.,0,0,BBC News,England
@mokandil6824,Clown world,0,0,BBC News,England
@hakunamatatatata,Didn't they vote Yes for a ceasefire the other day??,0,0,BBC News,England
@linkmeforfun,Providing humanitarian aid without a ceasefire is like fattening a cow before slaughtering it. Does the US want Palestinians to be fed and provided medicare only to be slaughtered by the ZioNazi criminals? How much Palestinian blood must the US continue to demand before it fills up its filthy greed?,0,0,BBC News,England
@sensei121,"The zionist ideology has been laid bare for the world to see, and we see the support of this ideology within our own governments and that it has infiltrated to the very top witnessed by the leaders rushing to kiss the Israeli butt's and the amount of zionist funding they recieve for their political careers ...an immediate and outright ban on politicians receiving funding or being part of or supporting a foreign ideology that is detrimental to the countries standing ought to be brought into existence..and a ban on the use of a nations state apparatus to silence their populations opposition to their governments open support of genocide and crimes against humanity because the majority of the government has been influenced by a foreign entity namely the zionist ideology and its terrorists in uniform murdering civilian populations indigenous to the lands they have occupied and stolen.",0,0,BBC News,England
@jamessedoff3877,"The BBC is the worst of the worst.  Save for Al Jazeera.   Élitist bias to fit their narrative.  I’m surprised the BBC hasn’t blamed the war in Gaza on climate change.  Hopefully,  someday the BBC will not have public funding.  No more tripe and Chardonnay.   ",0,0,BBC News,England
@user-wq6sz7vt3w,hamas and their supporters need this aid more than ever. They are not interested in the plight of the Palestinian!,1,0,BBC News,England
@thomaspenoyer9711,", yeah ? I believe that even if everyone of those terms were observed, Israel has and would still continue to act like Rwanda or, Uganda has in their history! Let an International Administration have a permanent presence in a fair settlement.",0,0,BBC News,England
@facehugger3,We've all seen exactly where all that humanitarian aid over the years  has gone haven't we? HUmmus should recieve ZERO aid and funding from the UN.,0,1,BBC News,England
@ajv1947,This is just like Feeding the Goat BEFORE slaughtering  it..The US Veto on stopping the Israeli bombardment is a WAR CRIME as it has become a partner in THE GENOCIDE OF THE PALESTINIAN PEOPLE.,1,0,BBC News,England
@PhotoDesigner1,".... I'm from the American ""South"" ..... and I have ZERO affiliation with the KKK.",0,0,BBC News,England
@tariqomari,israel is ABSOLUTELEY NOTHING without US & UK life support.,1,0,BBC News,England
@ijahan32,Don't t have any words to describe!,1,0,BBC News,England
@jawahirrabbani4796,Hahaha world want ceasefire while US dont,1,0,BBC News,England
@mmr5469,Shame on united nation and American European governments. They are responsible for genocide in Palestine.,2,0,BBC News,England
@d04me,BBC employees are you that stupid .  The UN appoints an Iranian as Chair of Human Rights whilst IRAN is supplying the missles to all the terrorist in the middle east and you give them air time !!! .   The UN Tunnel builders should be defunded now .   ps still won't call Hamas Terrorists  shame on you.,0,0,BBC News,England
@devildevil2271,When a poooodle wags its tail for telabeeef,0,0,BBC News,England
@yelenam.636,"How long Hamas will keep Gaza inhabitants as hostages?! Why don't Arabian countries make Hamas leaders, who live in their countries, to order the Hamas terrorists to surrend?! As soon as Hamas terrorists are taken into the court, Izrailian militaries will be free to move home. No Hamas!!!",0,0,BBC News,England
@trechter222,"Shame shame on US, how can they still lies!!!",1,0,BBC News,England
@user-qx5bt4dz4g,https://www.youtube.com/live/FoCAWFHV8FM?feature=shared,0,0,BBC News,England
@user-tf4ff7oh7z,,0,0,BBC News,England
@PriceTAG123,UN is a supporter of HAMAS not quite surprise why not condemning the October 7 terrorist attack.,0,1,BBC News,England
@user-ly9zb7fj9q,.,2,0,BBC News,England
@user-ly9zb7fj9q,Демократия это проклятая система. Человечеству надо жить закон БОГОМ. ИСЛАМОМ. СВОБОДА ПАЛЕСТИНЕ.,2,0,BBC News,England
@alexmathewson3207,I see my consent being manufactured in real time for the murder of 10000 children - and its truly gross,0,0,BBC News,England
@trechter222,"Under International Law, Israel, as an occupying force, does not have the right to use military force in self-defense against its occupied territory.",1,0,BBC News,England
@trechter222,"Why not condemning the occupier, all 75 year???",0,0,BBC News,England
@trechter222,"Do you live under rock? Apartheidsregime IsraHell controls everything there!! Normal people dont get aid, normal people have no rights there, why dont educate yourself how the thing works there with all of the checkpoints. There are a lot of videos on youtube made by Israeli en EU people showing us how IDF mistreating the Palestinians. There a lot of reports showing us that IDF sexual abusing Palestinian children. Open you eyes.",0,0,BBC News,England
@_olivebranch_,It is a shame that humanity and leaders cannot do anything while thousands of defenseless civilians are being massacred. Especially the fact that the USA stands by Israel and provides it with all kinds of support does not allow a ceasefire.,10,1,BBC News,England
@akhlakuddin3567,Thanks for good honesty news please true story brocast all the time about esrail thanks uk ,0,0,BBC News,England
@Amer.Rai.,But this resolution is one step forward towards ceasefire and withdrawl of israel from Gaza.,0,0,BBC News,England
@SaadImarattarteebTheFormula,Alhumdulillahi Ala Sa'ad Niamatillah Ameen ☪️,1,0,BBC News,England
@TrutieReal,the true face of US toward Palestine....A Complicit to genocide....and playing a DOUBLE STANDARD POLICY.,0,0,BBC News,England
@VerlitoAblin,"The UNSC resolution fell short in addressing the humanitarian flight of those abducted in Israel  last  October 7, 2023 which can now be reconsidered as POW since they were use in prisoners exchange.",1,0,BBC News,England
@nawaazlallmahomed3969,One of the greatest  human beings  in this century,0,1,BBC News,England
@Smananonym,"Since there is no justice for your dirty politics on this planet. You will be brought forth by a higher power, it is impossible that justice will not prevail.",0,0,BBC News,England
@trahz06,"Israel has the right to defend itself against children,  international law, hospitals, bakeries, UN workers, Refugee camps, Christian woman and its own Israeli soldiers.",2,0,BBC News,England
@SR-np1od,"Israel and USA are terrorists ( the Zionists are terrorists) 
America is mother of terrorists",1,0,BBC News,England
@abdi-azisabdirahman4787,The are talking about 200 hostages and the killed 20000 civilians and injured more than double of that. Where justice is ?,1,0,BBC News,England
@ssaeed5778,"Double standards USA AND UK CRYING FOR UKRAINE  USA AND IK APPROVED  BOMBING PALESTINE  .WHAT IS UN SC ROSLISTON  TO SEND  FOOD BUT  NO WEAPONS ,WHEN ISREAL HAS TO OF RANGE WEAPONS ....HYPOCRISY",1,0,BBC News,England
@Buurmadow,UN or US,0,0,BBC News,England
@monicatry1583,Useless UN. MOTHERS WORLDWIDE SHOULD RUN THE  UN. We are peacekeepers and love our children.,0,0,BBC News,England
@andrewsalmon100,Sick of them all. Stop reporting for these awful awful proples.,0,0,BBC News,England
@vijaymujumdar5617,"What message the Secretary General has for his UN staff and affiliates like UNRWA, WHO, UNICEF etc who actively collaborated with Hamas and brought terrible tragedy to Israelis.",1,0,BBC News,England
@florreal4891,"It took man days and many, many long nights!! The world should worry about you suffering after hours??? Isn't that what you're paid for? How often per year do you work through the night. What a joke these politicians. After all, its all your failed policy that caused this",0,0,BBC News,England
@moshdeezzlee4721,Its a shame,0,0,BBC News,England
@alfredmisquita787,All these years UN have been giving Palestine Aid but it never reached and UN never monitored that is why Hamas leaders are millionaires.,0,0,BBC News,England
@sunnydaze-ij2jf,those would be uber eats deliveries that i would have to decline .,0,0,BBC News,England
@gopinathkumar,enough already ! Please stop talking about me,0,0,BBC News,England
@back2ufloyd61,"""Allow"" a ceasefire?  A ceasefire is when 2 sides cease firing.",0,0,BBC News,England
@user-nq7ie8od4f,"This is the Resolution after months of negotiation. The resolution does not hold  much Humanity in it.  Poor Palestinians.   History will remember Israel, Zionism,  for murdering Palestinians,",0,0,BBC News,England
@buddadavid480,Free Gaza,0,0,BBC News,England
@troytroyland746,Guterres must resign he is for hamas terrorist a bias un secretary general against israel,0,0,BBC News,England
@CentreoftheEarth,The UN should be called selected nations who unite against others who don't meet there own interests.,5,1,BBC News,England
@veryvanilla-fn3ut,So good that uk has a foreign secretary that doesn’t cry over holocaust relatives and therefore remains fair,0,0,BBC News,England
@deannaartzbennett244,"COLONIALISM,
Occupation,
& Systemic Oppression
Is An Act of War
That Utilizes
TERRORISM and AUTHORITARIANISM
 to Achieve
 Wealth, Resource, and POWER Capture Over ""Others"" at All Costs, Including Genocide.
This ""PROJECT"", was an Offense Against Humanity from Inception.
This Was Never about Religion, Antisemitism or Defense. Usurper Political Power Brokers and Global Business Mogals have much to Answer For.",0,0,BBC News,England
@ANIMALS_AND_MORE_moments,Criminals cannot dictate the rules. Hamas let's it's own population suffer and die to get brutally it's ideology through. The truth seems to disturb the airconditioned life of UN staff and didn’t even go though into the delegates heads.  Why not any Gazan refugee issue is discussed at UN? To let civilians out of Gaza would weaken the Hamas position - and the UN says nothing. They are a tool of Hamas now.,0,0,BBC News,England
@user-nk6xo2kf3r,Please stop this war we all want a world  of peace,0,0,BBC News,England
@sudhakarbadiger6251,"USA is against humanity and peace,
UNSC for only five permanent members,
UN is useless for other countries 
Two State solution will be the only solution create peace in Palestine and Israel 
Nothing Else",0,0,BBC News,England
@muradshiekh4363,"Remember there were no superpowers that could hold it forever. Time will change again  , I hope all the western media would help the humanity that time again like it did today.",0,0,BBC News,England
@THEOneAndOnlyDOCTORofHUMANICS,"Shame on everyone's lack of ""humanity"" - STILL!
Professor-Marty.",0,0,BBC News,England
@TanveerAhmad-ip4ql,"WHAT IS UNITED NATIONS ORGANIZATION AND UNITED NATIONS' SECURITY COUNCIL?
THESE ARE ORGANIZATIONS  FABRICATED TO PROTECT THE WEALTH AND INHUMAN ACTIVITIES OF NON-MUSLIM COUNTRIES IN ALL OVER THE WORLD.
WHERE IS HUMANITY, WHEN IF ANY NON-MUSLIM COUNTY IS IN DANGER, THEY BACK THEM, THEY SUPPORT THEM AND THEY FIGHT FOR THEM AND IF THE COUNTRY IN DANGER IS MUSLIMS THEN THEY BECOME HELPERS OF ANY NON-MUSLIM COUNTRY AGAINST A MUSLIM COUNTRY.
IN SHORT, THEY ARE ONLY THE DEFENDERS AND PROTECTORS OF NON-MUSLIM COUNTRIES NOT MUSLIM COUNTRIES.",0,0,BBC News,England
@abhijitroy3698,This is a useless resolution. Without ceasefire no aid can  effectively reach the hapless citizens of Gaza.,1,0,BBC News,England
@TanveerAhmad-ip4ql,"THOUSANDS OF PEOPLE HAVE BEEN KILLED IN GHAZA SO FAR. 
WHERE IS HUMANITY, WHERE IS THE RELIGIOUS SOUL OF HUMANITY.
CONSIDER IF THESE MASSACRED DEAD BODIES WILL BE YOUR FAMILY MEMBERS, YOUR BROTHERS, YOUR SISTERS AND YOUR OWN CHILDREN WHAT WILL BE YOUR CONDITION AT THAT TIME.
THESE ARE HUMAN BEINGS NOT ANIMALS,  THINK ABOUT THIS.",0,0,BBC News,England
@Harry-mc3gv,BBC refused to call Hamas terrorists. The wiping of comments here critical of Hamas is therefore unsurprising.,1,0,BBC News,England
@Broskisnowski,Maybe other countries should start barring trade with the small hat occupation like how Yemen is.,0,0,BBC News,England
@myounas8981,illegal occupation is the rootcause of the problem ..,1,0,BBC News,England
@nayeemhussain9515,UN Security council is Bullshit,0,0,BBC News,England
@nayeemhussain9515,UN works for scoundrels and oppressors.,0,0,BBC News,England
@abubakers.m9903,UN = Houthis ❤️,0,0,BBC News,England
@FreedomForAll1-,"You sound like a Zionist that supports gen0c1de. Imagine having problems with human rights groups, UN, and all humane people of the world then think that they're the problem",0,0,BBC News,England
@AlexDrastico380,IDF trolls galore in here,0,0,BBC News,England
@user-fy6lt5ch8o,"There is no democracy in Britain. In Britain, tyranny. The United Kingdom is passing Israel's killing of civilians in the Gaza Strip!!!!!",0,0,BBC News,England
@mahmudurrahman7004,This resolution is an eyewash to absolve the US from the crime of complicity in the genocide of the people of Palestine.,0,0,BBC News,England
@giacomogiacomo1194,Why will Israel take it easy in HAMAS? Why? did HAMAS thought of this before October 7?,0,0,BBC News,England
@jamesbbengo3306,"Security council is no longer credible to 
the world, it is not going anywhere. This resolution is another joke.
They seem not to understand what is not on the ground. 
Let's watch and see",0,0,BBC News,England
@soniap9612,"The gall of that woman !! She keeps Yapping and still Abstaining, Seriously !!!!",0,0,BBC News,England
@alRuh-005,"The IDF are Freaking Out
All they can do is kill women and children with Bomb's Droped From A Fighter jets

But on the Ground its a whole different thing,,, if only they knew what they are Fighting i think it's Called Ghosts.
































The Ruh.",0,0,BBC News,England
@knifetoucher,"UN knows gaza is a breading ground for terrorists, that's why they don't want a ceasefire for it",1,0,BBC News,England
@norhamimahmdisa4480,Shame,0,0,BBC News,England
@cyrus5416,"The UN did not want to embarrass the US by demanding ceasefire. If the ceasefire passes, than it will show the US first veto was a mistake of the US. The US is more important than human lives.",0,0,BBC News,England
@ejeikwutheophilus7854,What is the essence Of the aid if the hostility cannot be halted? If I were a leader of a UN member country I will withdraw my country's membership. The UN is a disgrace; a big disgrace.,13,0,BBC News,England
@tuffytoys9707,"? Useless Resolution. HOW SHAMEFULL of the US Rep, to want to Include the Statement about Hamas When they DONT EVEN ACKNOWLEDGE the Massive amount of ISRAELI WAR CRIMES and dead Children. SHAMEFUL United STATES!",1,0,BBC News,England
@aklim4,Isreal is a terrorist state they need to stop this genocide and occupation,0,0,BBC News,England
@aklim4,Gas and greed is more important then human life,0,1,BBC News,England
@amulejohn,"United Nations is joke, they just to play with people's lives. All they do is just debate and no changes.",0,0,BBC News,England
@Sickeningtheat,"how the US always uses a black or brown person in these situations. It's like ""Look guys, the decision was made by these people of color and not by those old white rich men running the show from behind"".

You see back in Obama cabinet a rabid Z!0nist sat beside then UN representative throughout Iraq war and all how much you wanna bet there are z!0nists sitting behind her nudging her United States of israel",0,0,BBC News,England
@idavaughn3512,,0,0,BBC News,England
@ruyaal,Shame on the US and the Aran kingpins plus Egypt for allowing a futile vote that has no meaning or use. It was better to let the US veto again to show its isolation.,0,0,BBC News,England
@creativet4915,"Netanyahu, IDF, Biden, Blinken and all those who support the Israeli Zionists (fake Jews) who committed genocide against the Palestinian people are war criminals and terorists",0,0,BBC News,England
@jimmyng3853,The losers r both US & UK: they pretended to be winners! Or they r dumb to believe so.,0,0,BBC News,England
@oioi8745f,"From the river...to the sea, the sea that has gas reserves",0,0,BBC News,England
@jozef2630,I love to u hear el jazeera. Always balance.,5,0,BBC News,England
@JohnFelinn,"What is shocking is that Gza, the West bank and Jerusalem* are internationally recognized as an occupied territory since 67, i.e. for 55+ years. The world has done nothing to help them lift the injustice. However, the moment some Gazans push back against the injustice... the whole world suddenly recognized them...  united against them. ❤
*source: International law and UN resolutions 1967-2023",12,3,BBC News,England
@sheilamattimoeriedy1670,What good does the UN do? Lots of wonderful social justice programs. But no power re armed conflict or genocide. It has failed in its mission. Just lots of $ spent…,0,0,BBC News,England
@jamespd3184,Guterres  yu  ,0,0,BBC News,England
@rrobin5688,War criminal Israel needs to stopped,0,0,BBC News,England
@user-tf4ff7oh7z,UN only supports Russia invasion.,0,0,BBC News,England
@alsamp1982,So all these people wants is War not Peace.,0,0,BBC News,England
@SCPSite-19-hm9zt,We Still keeping an eye on this war,2,0,BBC News,England
@joaodesousa5870,Lord jesus bless everyone ,2,1,BBC News,England
@Q1074M,"⁠​​⁠ Hamas planned this war for the people of Gaza. They went into Israeli to rape, slaughter and kidnap innocent people to make sure Israel would come fight them in Gaza. They planned this for YEARS but not one plan to keep the women and children of Gaza safe. Why? Because the suffering, death and destruction of Gaza is EXACTLY what Hamas want for their propaganda feast. They WANT Gaza to be destroyed because they don’t want Gaza - they want all of Israel and so they are more than happy to step on the heads of the dead children of Gaza to get to what they want. And the true genius of Hamas is that they commit these crimes in broad daylight and so many turn a blind eye to their evil - pretending it is something other than what it is.",0,0,BBC News,England
@adamlasry5225,"Israeli propaganda has one objective: to perpetuate the brutal Israeli military occupation. Israel has been using lies, PR and propaganda for decades to continue stealing lands and getting rid of the Palestinians via legal, illegal and killing methods.  
People are unfortunately gullible. They forget that Israel is the occupying force and the culprit. The victims are the occupied people of Gaza and the West bank. The longest occupation in history. The Palestinians deserve a homeland.",0,0,BBC News,England
@k9k9k9er6,"..So what im getting from this is that the ""Al-Aq-sa flood"" aint goin so well?",0,0,BBC News,England
@IrishTradCatholic,"Time for the UN to be dissolved for not intervening in this genocide. Scrap the BBC TVL, it is far too pro- Israel, and the majority of the world's population is most definitely NOT pro-Israel.",0,0,BBC News,England
@lesliechan68,"To the UN, try this for a resolution.
“Ask Hamas to surrender, and return all hostages immediately”",1,2,BBC News,England
@destrohades2094,Absolutely disgusted by the US who have done more to defend Israeli ships than they have Palestinian children,0,0,BBC News,England
@piccadilly171,"The US Ambassador should be embarrassed to even open her mouth. The people aren’t stupid, everyone knows this was a resolution to allow U.S. to save face by not even considering a ceasefire. They should have FORCED U.S. to veto again, it would have propelled the UN to deal with U.S. in the International Criminal Court.",8,1,BBC News,England
@johnbridges6867,"HUH!!! Total Hypocrisy of the UN AND street protests in Uk and other counties.
You point you’re fingers you shout and demand Ceasefire’s!
YES CIVILIANS SHOULD NOT SUFFER AT ALL…EVER. 
In Israel and Palestine! 

THE EVIL HAMAS STARTED ALL THE LOSS OF PRECIOUS LIFE.

BUT YOU SHOULD AND HAVE NOT POINTED THE FINGER AND HEAVILY PROTESTED AGAINST EVIL TERRORISTS 
PUTIN AND HIS TERRORIST MILITARY.   

WHY!!!!!!  WHY HAVE YOU. NOT ?!!!! YOU SHOULD HAVE!
YOU STILL SHOULD AGAINT 
THEM ALL. 

JB.   SHALOM. ",0,0,BBC News,England
@user-cu9pi4sf4c,Would Allah look down from on high and say that he supports Hamas.   I don't see how that would be possible.,0,0,BBC News,England
@Melody2004.,1:50 Why is women being killed something worth emphasizing?! Is he implying that a woman's life is more important that a man's?,0,1,BBC News,England
@ashleywiedemann1005,9 BRITAIN Goes All-In Amid Putin's Confession That RUSSIA Would Take Back ODESSA and NIKOLAEV!,0,0,BBC News,England
@akpansaviour4637,"It's political .
The world view the death of a woman and a child as something very disturbing.
Most people are angered more by the death of a woman on the enemy hand than that of a man.
Most soldier fight for this and it kinda serves as a reminder of why one is fighting on the war front.
""To protect family and all love one""",0,0,BBC News,England
@normalbehaviour476,Bullshit,0,0,BBC News,England
@suzanneburton8736,,0,0,BBC News,England
@user-tx2ly5iv8n,国連総会の決議には「人質の即時無条件解放」が入っていた,0,0,BBC News,England
@flotinaway7,No thanks,0,0,BBC News,England
@youreyes24,​ @lesliechan68  don't forget Israel is illegally occupied the West Bank. Palastine is not only Gaza. Read what is actually the main reason why there's is no peace in Palastine and also other Arab countries. The west and their puppets in the middle East plays the main role to create a conflict not only in the middle East also around the world. US and western countries their main history is built on War.,0,0,BBC News,England
@marina12345678911000,"What happened in 1967? And in 1948 before it? And in 1973 after it? 
Nazi Germany started a war and lost in 1945, leading to territorial losses. Similarly, Arab countries initiated wars against Israel in 1948, 1967, 1973, resulting in defeats and territorial losses.",2,0,BBC News,England
@lesliechan68,"Check your history, Gaza was given back to gazans when Hamas took power, they were never occupied after that. But what do Hamas do, they continue to attack Israel. So please check that part before you sat Gaza has been occupied all this while",3,0,BBC News,England
@HOUSEOFGOD.,THE WORLD WONT BE FREE UNTIL UKRAINE IS FREE !!,0,0,BBC News,England
@bigstones5710,Go away USA,0,0,BBC News,England
@mourning3301,"It's not right! There needs to be a permanent ceasefire, the UN delivers the aid not Israel who enjoys starving and genocide of the Palestinians and self governance...",0,0,BBC News,England
@registeredmental,It is incumbent on every muslim to lie to non muslims especially in the dar al harb. That is why muslims do not moan about deaths in the dar al islam. Taqiyya. If Israel were to lose a war we would see a real genocide. As for apartheid what is a dhimmi?,0,0,BBC News,England
@sukukhunter3999,no action talk only,0,0,BBC News,England
@MrHammerkop,"Whether you like it or not, Israel’s “surrender or die” ultimatum will be delivered on, just as they have delivered on every warning they have issued since 7 October. Look at this God-awful mess square on, and behold Hamas pleading for a complete cessation to a war that they engineered with their one-day ""Glorious Victory"" of 7 October. They are now on their knees, humiliated and begging from behind a 20,000 body pile of human shields - their own women and their own children. After their ill-judged gamble, they are left with one card in hand to play: the hostages kidnapped during their massacre of Israeli citizens. Iran has not come to their aid. Hezbollah has not come to their aid. Egypt has refused to take in their refugees. People of good will and sound reason around the world have no  concern for Hamas, but for the Palestinians that the terrorists have dragged into their spectacular failure. It would be morally repulsive to put money on the outcome of any war, but you know what I mean.",0,0,BBC News,England
@september9646,US should be kicked out of UN.,0,0,BBC News,England
@umarkhan-oc8ux,USA is responsible for the suffering of the Palestinians ,0,0,BBC News,England
@4thegood,"The US ambassador is just a mouth piece showcasing diversity, while the handler watches menacingly above her shoulder. She even pushed her hand down to correct the vote. This just proves there are puppet masters in the ear pieces.",0,0,BBC News,England
@Kohen124,"""Operations will not stop until Hamas has been completely defeated""",2,0,BBC News,England
@wendyjones363,The security council finally understood that a ceasefire is counterproductive and would simply allow Hamas to regroup and carry out more attacks.,3,1,BBC News,England
@user-gj6mw5qm2r,i don't like to see BBC  news,0,0,BBC News,England
@nodrama7264,America can’t even look after their own country WHY IS AMERICA INVOLVED THEY ARE A JOKE!!!,0,0,BBC News,England
@jaksanape,I'm so disgusted that the US (and Uk) are taking any sort of victory lap for this.,39,8,BBC News,England
@nodrama7264,All this over religion !!??? BAN ALL RELIGION!!!,0,1,BBC News,England
@andrewwalsh2755,"Looks like the tide has gone out on the US... and the UK...

I guess the UK had the decency to be embarassed about not supporting a ceasfire in Gaza... not so the US...

When world opinion supports Palestine... and Kier Starmer has the audacity to say, in Parliament, that the UK is united in support for Israel???

There's being out of touch... and then there's political corruption gone too far...

Now Biden has to meet with US Zionist 'mega donors' to tell them: They're not buying the propaganda anymore guys...

It's war crimes, and genocide... 

...you can't defend the indefensible...

...so what does it say about You (Kier Starmer) if you even try?",0,0,BBC News,England
@ShakilKhan-zf1fh,Fall of Jewish elite hijacked USA world order at doorstep as 70 %  population of native American  have been woken up ,0,0,BBC News,England
@jasonhutchinson8060,"Dont worry folks. That geriatric prick Biden has zero chance of reelection over here in the US. Even within his own party, he has lost anyone under 40. Genocide Joe is Gonzo.",0,0,BBC News,England
@user-ey6rc1uo3i,Imagine you are walking  along the street and you see someone being savagely beaten up. You  don't try and stop what is happening - instead you just stand and watch. You justify this by saying that you'll provide first aid when the beating has ended. This is what the 'international community' is like over Gaza. Meanwhile Israel knows that it can carry on and leave others to deal with the consequences.,9,2,BBC News,England
@syedaljufrisyedali3633,Need to STOP!! ,2,0,BBC News,England
@parevashmoosavi2363,"I used believe  UN have a power , now what can I say?",0,0,BBC News,England
@soniap9612,Perfectly said,0,0,BBC News,England
@Sa.r.a.h,"Its not about religion. Its about land, resources, preservation of apartheid and colonial powers. Remember whites also said that they had the right to colonise and enslave Africa because they were a superior race with a superior religion called Christianity. Religion and race has always been used to justify greed",0,0,BBC News,England
@back2ufloyd61,There is no victory lap.,0,0,BBC News,England
@ahmadalastal5303," @markcynic808 
since when freedom fighters are terrorists! slick the real terrorists here is Israel, US and UK, Period. 
Whenever US put her big fat nose into something it will corrupt directly, see Iraq, Afghanistan, Vietnam, Syria, Libya, Saudi Arabia, Jordan and now Gaza",0,0,BBC News,England
@playwithharis348,​@normalbehaviour476 call yourself a normal behaviour? More like a psychopath behaviour,0,0,BBC News,England
@user-John666,There’s only one group of people backing terror- Hamas and their supporters,0,0,BBC News,England
@user-st2gl8pg9r,​ @markcynic808 you require a moral compass. Making the killing of children and women is worrying for your health. Genocidal maniac.,0,0,BBC News,England
@markcynic808,I'm disgusted the USA and UK didn't veto this ridiculous resolution by the UN - backers of terror.,2,0,BBC News,England
@Man_fay_the_Bru,Isn’t it brilliantdry your eyes,5,0,BBC News,England
@normalbehaviour476,Hahahahahahahahahahahahahahahaha,5,0,BBC News,England
@stefanbodlen8707,?????????? ,0,0,BBC News,England
@Sang700,"UN is now Gaza and Israel today.... tomorrow, how about Sudan?
How about Myanmar? How about somalia? Congo? ",3,1,BBC News,England
@zubversivezigotto9731,"Shameful aid management from the UN, what they been doing is wasted time, blaming everyone but their incapacity to deliver the thing that is at the heart of their mission. Useless organisation.",0,0,BBC News,England
@TOM-rq7vd,"US is a disgrace to humanity blocking the ceasefire once again. 
Their hollow words count for nothing.",0,0,BBC News,England
@NoWindNoSunNoPower,Have the UN spoken to Hamas?,2,1,BBC News,England
